,x1,y1,z1,x2,y2,z2,sp
0,1349749.2176525325,10509185.536878949,2580.1263312257774,1349750.625,10509187.0,2580.054443359375,0.035410808255578456
1,1349750.625,10509187.0,2580.054443359375,1349752.125,10509188.0,2580.093017578125,0.021397126709859913
2,1349752.125,10509188.0,2580.093017578125,1349753.625,10509190.0,2580.127197265625,0.013671875
3,1349753.625,10509190.0,2580.127197265625,1349755.125,10509191.0,2580.12451171875,0.0014896733785345509
4,1349755.125,10509191.0,2580.12451171875,1349756.5,10509192.0,2580.07861328125,0.026996161905007
5,1349756.5,10509192.0,2580.07861328125,1349758.0,10509194.0,2580.099365234375,0.00830078125
6,1349758.0,10509194.0,2580.099365234375,1349759.5,10509195.0,2580.07666015625,0.012594511291246658
7,1349759.5,10509195.0,2580.07666015625,1349760.875,10509196.0,2580.308837890625,0.13656037218968967
8,1349760.875,10509196.0,2580.308837890625,1349762.375,10509197.0,2580.14013671875,0.0935785731424886
9,1349762.375,10509197.0,2580.14013671875,1349763.875,10509200.0,2580.100341796875,0.011864553396239118
10,1349763.875,10509200.0,2580.100341796875,1349764.5654575664,10509199.873601701,2580.5893969371728,0.6967274818924231
